RIC,Month,Year,Credit_spread
89114QCK2=,7,2023,0.00522
89114QCP1=,1,2021,0.0043
89114QCP1=,2,2021,0.004059999999999999
89114QCP1=,3,2021,0.00413
89114QCP1=,4,2021,0.004370000000000001
89114QCP1=,5,2021,0.0034999999999999996
89114QCP1=,6,2021,0.002785
89114QCP1=,7,2021,0.00238
89114QCP1=,8,2021,0.00283
89114QCP1=,9,2021,0.0029
89114QCP1=,10,2021,0.00315
89114QCP1=,11,2021,0.0033699999999999997
89114QCP1=,12,2021,0.00334
89114QCP1=,1,2022,0.0050100000000000006
89114QCP1=,2,2022,0.00462
89114QCP1=,3,2022,0.00706
89114QCP1=,4,2022,0.005305000000000001
89114QCP1=,5,2022,0.00819
89114QCP1=,6,2022,0.00797
89114QCP1=,7,2022,0.01119
89114QCP1=,8,2022,0.007495
89114QCP1=,9,2022,0.008355
89114QCP1=,10,2022,0.009375
89114QCP1=,11,2022,0.01059
89114QCP1=,12,2022,0.008295
89114QCP1=,1,2023,0.00651
89114QCP1=,2,2023,0.00727
89114QCP1=,3,2023,0.007
89114QCP1=,4,2023,0.01047
89114QCP1=,5,2023,0.00904
89114QCP1=,6,2023,0.0095
89114QCP1=,7,2023,0.006805
89114QCQ9=,3,2021,0.0029100000000000003
89114QCQ9=,4,2021,0.00315
89114QCQ9=,5,2021,0.0030099999999999997
89114QCQ9=,6,2021,0.0018
89114QCQ9=,7,2021,0.00169
89114QCQ9=,8,2021,0.0022500000000000003
89114QCQ9=,9,2021,0.0023499999999999997
89114QCQ9=,10,2021,0.003015
89114QCQ9=,11,2021,0.003125
89114QCQ9=,12,2021,0.0031799999999999997
89114QCQ9=,1,2022,0.00349
89114QCQ9=,2,2022,0.00407
89114QCQ9=,3,2022,0.0062699999999999995
89114QCQ9=,4,2022,0.003195
89114QCQ9=,5,2022,0.00581
89114QCQ9=,6,2022,0.01091
89114QCQ9=,7,2022,0.00673
89114QCQ9=,8,2022,0.004229999999999999
89114QCQ9=,9,2022,0.0056749999999999995
89114QCQ9=,10,2022,0.00705
89114QCQ9=,11,2022,0.00843
89114QCQ9=,12,2022,0.0028199999999999996
89114QCQ9=,1,2023,0.0029100000000000003
89114QCQ9=,2,2023,0.00106
89114QCQ9=,3,2023,0.0034600000000000004
89114QCQ9=,4,2023,0.00799
89114QCQ9=,5,2023,0.00692
89114QCQ9=,6,2023,0.007294999999999999
89114QCQ9=,7,2023,0.009035
89114R5B8=,11,2019,0.005465
89114R5B8=,12,2019,0.005795
89114R5B8=,1,2020,0.004999999999999999
89114R5B8=,2,2020,0.00884
89114R5B8=,3,2020,0.012875000000000001
89114R5B8=,4,2020,0.025029999999999997
89114R5B8=,5,2020,0.02393
89114R5B8=,6,2020,0.023435
89114R5B8=,7,2020,0.023535
89114R5B8=,8,2020,0.015985
89114R5B8=,9,2020,0.011779999999999999
89114R5B8=,10,2020,0.012095000000000002
89114R5B8=,11,2020,0.01171
89114R5B8=,12,2020,0.01635
89114R5B8=,1,2021,0.01253
89114R5B8=,2,2021,0.01127
89114R5B8=,3,2021,0.007585
89114R5B8=,4,2021,0.01188
89114R5B8=,5,2021,0.013255
89114R5B8=,6,2021,0.009954999999999999
89114R5B8=,7,2021,0.010124999999999999
89114R5B8=,8,2021,0.012655
89114R5B8=,9,2021,0.011845
89114R5B8=,10,2021,0.010115
89114R5B8=,11,2021,0.013685
89114R5B8=,12,2021,0.009085
89114R5B8=,1,2022,0.014335
89114R5B8=,2,2022,0.011644999999999999
89114R5B8=,3,2022,0.011945
89114R5B8=,4,2022,0.0034200000000000003
89114R5B8=,5,2022,0.011635
89114R5B8=,6,2022,0.01184
89114R5B8=,7,2022,0.014755
89114R5B8=,8,2022,0.017204999999999998
89114R5B8=,9,2022,0.01783
89114R5B8=,10,2022,0.020115
89114R5B8=,11,2022,0.013655
89114R5B8=,12,2022,0.011185
89114R5B8=,1,2023,0.009729999999999999
89114R5B8=,2,2023,0.00921
89114R5B8=,3,2023,0.00985
89114R5B8=,4,2023,0.013965
89114R5B8=,5,2023,0.013885
89114R5B8=,6,2023,0.015175000000000001
89114R5B8=,7,2023,0.01491
89114TZD7=,6,2021,0.004229999999999999
89114TZD7=,7,2021,0.0025199999999999997
89114TZD7=,8,2021,0.0036699999999999997
89114TZD7=,9,2021,0.0034400000000000003
89114TZD7=,10,2021,0.0032500000000000003
89114TZD7=,11,2021,0.00324
89114TZD7=,12,2021,0.004605
89114TZD7=,1,2022,0.004234999999999999
89114TZD7=,2,2022,0.00595
89114TZD7=,3,2022,0.007209999999999999
89114TZD7=,4,2022,0.006585000000000001
89114TZD7=,5,2022,0.008709999999999999
89114TZD7=,6,2022,0.00901
89114TZD7=,7,2022,0.01151
89114TZD7=,8,2022,0.008855
89114TZD7=,9,2022,0.00881
89114TZD7=,10,2022,0.01034
89114TZD7=,11,2022,0.01253
89114TZD7=,12,2022,0.008775
89114TZD7=,1,2023,0.00825
89114TZD7=,2,2023,0.008535000000000001
89114TZD7=,3,2023,0.00881
89114TZD7=,4,2023,0.01206
89114TZD7=,5,2023,0.010839999999999999
89114TZD7=,6,2023,0.01182
89114TZD7=,7,2023,0.0081
89114TZE5=,9,2021,0.0024400000000000003
89114TZE5=,10,2021,0.003265
89114TZE5=,11,2021,0.00232
89114TZE5=,12,2021,0.0031599999999999996
89114TZE5=,1,2022,0.003125
89114TZE5=,2,2022,0.0044399999999999995
89114TZE5=,3,2022,0.0071
89114TZE5=,4,2022,0.0041849999999999995
89114TZE5=,5,2022,0.00532
89114TZE5=,6,2022,0.00486
89114TZE5=,7,2022,0.008165
89114TZE5=,8,2022,0.005485
89114TZE5=,9,2022,0.0061200000000000004
89114TZE5=,10,2022,0.005325
89114TZE5=,11,2022,0.0094
89114TZE5=,12,2022,0.006735
89114TZE5=,1,2023,0.0035700000000000003
89114TZE5=,2,2023,0.0049499999999999995
89114TZE5=,3,2023,0.005275
89114TZE5=,4,2023,0.007715
89114TZE5=,5,2023,0.00792
89114TZE5=,6,2023,0.00407
89114TZE5=,7,2023,0.003925
89114TZG0=,9,2021,0.00395
89114TZG0=,10,2021,0.00434
89114TZG0=,11,2021,0.004575
89114TZG0=,12,2021,0.004665000000000001
89114TZG0=,1,2022,0.00488
89114TZG0=,2,2022,0.00672
89114TZG0=,3,2022,0.00908
89114TZG0=,4,2022,0.00747
89114TZG0=,5,2022,0.00948
89114TZG0=,6,2022,0.009875
89114TZG0=,7,2022,0.01267
89114TZG0=,8,2022,0.00936
89114TZG0=,9,2022,0.00998
89114TZG0=,10,2022,0.01283
89114TZG0=,11,2022,0.01153
89114TZG0=,12,2022,0.008695
89114TZG0=,1,2023,0.009559999999999999
89114TZG0=,2,2023,0.00884
89114TZG0=,3,2023,0.00911
89114TZG0=,4,2023,0.01165
89114TZG0=,5,2023,0.01094
89114TZG0=,6,2023,0.01213
89114TZG0=,7,2023,0.008539999999999999
89114TZJ4=,9,2021,0.00672
89114TZJ4=,10,2021,0.00683
89114TZJ4=,11,2021,0.00648
89114TZJ4=,12,2021,0.0059
89114TZJ4=,1,2022,0.00683
89114TZJ4=,2,2022,0.00838
89114TZJ4=,3,2022,0.01022
89114TZJ4=,4,2022,0.01003
89114TZJ4=,5,2022,0.01247
89114TZJ4=,6,2022,0.013885
89114TZJ4=,7,2022,0.01451
89114TZJ4=,8,2022,0.01381
89114TZJ4=,9,2022,0.01421
89114TZJ4=,10,2022,0.01609
89114TZJ4=,11,2022,0.01616
89114TZJ4=,12,2022,0.01193
89114TZJ4=,1,2023,0.01124
89114TZJ4=,2,2023,0.01042
89114TZJ4=,3,2023,0.011445
89114TZJ4=,4,2023,0.01294
89114TZJ4=,5,2023,0.01352
89114TZJ4=,6,2023,0.014235000000000001
89114TZJ4=,7,2023,0.01218
89114TZK1=,12,2021,0.003385
89114TZK1=,1,2022,0.0028799999999999997
89114TZK1=,2,2022,0.00339
89114TZK1=,3,2022,0.006840000000000001
89114TZK1=,4,2022,0.00218
89114TZK1=,5,2022,0.0048850000000000005
89114TZK1=,6,2022,0.0044399999999999995
89114TZK1=,7,2022,0.00737
89114TZK1=,8,2022,0.00615
89114TZK1=,9,2022,0.005445
89114TZK1=,10,2022,0.008975
89114TZK1=,11,2022,0.00957
89114TZK1=,12,2022,0.006200000000000001
89114TZK1=,1,2023,0.0060149999999999995
89114TZK1=,2,2023,0.00553
89114TZK1=,3,2023,0.004435
89114TZK1=,4,2023,0.00902
89114TZK1=,5,2023,0.00715
89114TZK1=,6,2023,0.006064999999999999
89114TZK1=,7,2023,0.0056749999999999995
89114TZL9=,1,2022,0.0036300000000000004
89114TZL9=,2,2022,0.0049099999999999994
89114TZL9=,3,2022,0.0069
89114TZL9=,4,2022,0.00468
89114TZL9=,5,2022,0.00626
89114TZL9=,6,2022,0.00634
89114TZL9=,7,2022,0.00751
89114TZL9=,8,2022,0.00537
89114TZL9=,9,2022,0.00524
89114TZL9=,10,2022,0.00677
89114TZL9=,11,2022,0.00835
89114TZL9=,12,2022,0.005549999999999999
89114TZL9=,1,2023,0.00607
89114TZL9=,2,2023,0.00509
89114TZL9=,3,2023,0.00419
89114TZL9=,4,2023,0.007599999999999999
89114TZL9=,5,2023,0.007315
89114TZL9=,6,2023,0.00513
89114TZL9=,7,2023,0.00499
89114TZN5=,1,2022,0.0050100000000000006
89114TZN5=,2,2022,0.00621
89114TZN5=,3,2022,0.00817
89114TZN5=,4,2022,0.00659
89114TZN5=,5,2022,0.009315
89114TZN5=,6,2022,0.009559999999999999
89114TZN5=,7,2022,0.012765
89114TZN5=,8,2022,0.009245
89114TZN5=,9,2022,0.00976
89114TZN5=,10,2022,0.01195
89114TZN5=,11,2022,0.01173
89114TZN5=,12,2022,0.00874
89114TZN5=,1,2023,0.007599999999999999
89114TZN5=,2,2023,0.00689
89114TZN5=,3,2023,0.00736
89114TZN5=,4,2023,0.011984999999999999
89114TZN5=,5,2023,0.01148
89114TZN5=,6,2023,0.01119
89114TZN5=,7,2023,0.006500000000000001
89114TZQ8=,1,2022,0.0073
89114TZQ8=,2,2022,0.00862
89114TZQ8=,3,2022,0.01105
89114TZQ8=,4,2022,0.01037
89114TZQ8=,5,2022,0.01371
89114TZQ8=,6,2022,0.01371
89114TZQ8=,7,2022,0.01587
89114TZQ8=,8,2022,0.01401
89114TZQ8=,9,2022,0.0148
89114TZQ8=,10,2022,0.01693
89114TZQ8=,11,2022,0.016989999999999998
89114TZQ8=,12,2022,0.012920000000000001
89114TZQ8=,1,2023,0.01199
89114TZQ8=,2,2023,0.01114
89114TZQ8=,3,2023,0.01191
89114TZQ8=,4,2023,0.01321
89114TZQ8=,5,2023,0.01368
89114TZQ8=,6,2023,0.014329999999999999
89114TZQ8=,7,2023,0.012320000000000001
89114TZR6=,3,2022,0.008065
89114TZR6=,4,2022,0.00383
89114TZR6=,5,2022,0.005705
89114TZR6=,6,2022,0.0058449999999999995
89114TZR6=,7,2022,0.0075899999999999995
89114TZR6=,8,2022,0.00511
89114TZR6=,9,2022,0.00543
89114TZR6=,10,2022,0.0069099999999999995
89114TZR6=,11,2022,0.00762
89114TZR6=,12,2022,0.00294
89114TZR6=,1,2023,0.0029300000000000003
89114TZR6=,2,2023,0.00307
89114TZR6=,3,2023,0.0044399999999999995
89114TZR6=,4,2023,0.008664999999999999
89114TZR6=,5,2023,0.006155000000000001
89114TZR6=,6,2023,0.007615
89114TZR6=,7,2023,0.00936
89114TZT2=,3,2022,0.0112
89114TZT2=,4,2022,0.00727
89114TZT2=,5,2022,0.00948
89114TZT2=,6,2022,0.009925
89114TZT2=,7,2022,0.013515
89114TZT2=,8,2022,0.01109
89114TZT2=,9,2022,0.00992
89114TZT2=,10,2022,0.01327
89114TZT2=,11,2022,0.01236
89114TZT2=,12,2022,0.010069999999999999
89114TZT2=,1,2023,0.009445
89114TZT2=,2,2023,0.00843
89114TZT2=,3,2023,0.00841
89114TZT2=,4,2023,0.012920000000000001
89114TZT2=,5,2023,0.01153
89114TZT2=,6,2023,0.01216
89114TZT2=,7,2023,0.00967
89114TZV7=,3,2022,0.0141
89114TZV7=,4,2022,0.01053
89114TZV7=,5,2022,0.0137
89114TZV7=,6,2022,0.01389
89114TZV7=,7,2022,0.01645
89114TZV7=,8,2022,0.015459999999999998
89114TZV7=,9,2022,0.0149
89114TZV7=,10,2022,0.0179
89114TZV7=,11,2022,0.01697
89114TZV7=,12,2022,0.01227
89114TZV7=,1,2023,0.01168
89114TZV7=,2,2023,0.01076
89114TZV7=,3,2023,0.01246
89114TZV7=,4,2023,0.01389
89114TZV7=,5,2023,0.013755
89114TZV7=,6,2023,0.014790000000000001
89114TZV7=,7,2023,0.01281
89114VA31=,6,2022,0.0040999999999999995
89114VA31=,7,2022,0.004385
89114VA31=,8,2022,0.0049099999999999994
89114VA31=,9,2022,0.00332
89114VA31=,10,2022,0.0033099999999999996
89114VA31=,11,2022,0.00339
89114VA31=,12,2022,0.00321
89114VA31=,1,2023,0.0028599999999999997
89114VA31=,2,2023,0.0035199999999999997
89114VA31=,3,2023,0.00302
89114VA31=,4,2023,0.003255
89114VA31=,5,2023,0.01236
89114VA31=,6,2023,0.01261
89114VA31=,7,2023,0.01184
89114X2N2=,6,2022,0.006865
89114X2N2=,7,2022,0.010475
89114X2N2=,8,2022,0.01165
89114X2N2=,9,2022,0.007495
89114X2N2=,10,2022,0.00605
89114X2N2=,11,2022,0.0059
89114X2N2=,12,2022,0.006954999999999999
89114X2N2=,1,2023,0.00638
89114X2N2=,2,2023,0.00795
89114X2N2=,3,2023,0.0060750000000000005
89114X2N2=,4,2023,0.007705
89114X2N2=,5,2023,0.008995
89114X2N2=,6,2023,0.012164999999999999
89114X2N2=,7,2023,0.011325
89114X2S1=,7,2022,0.02244
89114X2S1=,8,2022,0.02376
89114X2S1=,9,2022,0.02065
89114X2S1=,10,2022,0.019735000000000003
89114X2S1=,11,2022,0.015835000000000002
89114X2S1=,12,2022,0.01754
89114X2S1=,1,2023,0.0161
89114X2S1=,2,2023,0.01827
89114X2S1=,3,2023,0.01558
89114X2S1=,4,2023,0.01779
89114X2S1=,5,2023,0.018860000000000002
89114X2S1=,6,2023,0.01904
89114X2S1=,7,2023,0.014620000000000001
89114X5A7=,12,2022,0.00867
89114X5A7=,1,2023,0.008735
89114X5A7=,2,2023,0.011800000000000001
89114X5A7=,3,2023,0.0062900000000000005
89114X5A7=,4,2023,0.012525
89114X5A7=,5,2023,0.011665
89114X5A7=,6,2023,0.01111
89114X5A7=,7,2023,0.009430000000000001
89114X6D0=,3,2023,0.01511
89114X6D0=,4,2023,0.020195
89114X6D0=,5,2023,0.018845
89114X6D0=,6,2023,0.018275
89114X6D0=,7,2023,0.01643
89114XAJ2=,7,2023,0.01534
89114YGH8=,12,2022,0.00916
89114YGH8=,1,2023,0.00906
89114YGH8=,2,2023,0.00955
89114YGH8=,3,2023,0.010255
89114YGH8=,4,2023,0.01051
89114YGH8=,5,2023,0.011375
89114YGH8=,6,2023,0.007124999999999999
89114YGH8=,7,2023,0.01008
89114YL33=,3,2023,0.01363
89114YL33=,4,2023,0.007515000000000001
89114YL33=,5,2023,0.008029999999999999
89114YL33=,6,2023,0.0078049999999999994
89114YL33=,7,2023,0.009765
89115A2A9=,6,2022,0.00841
89115A2A9=,7,2022,0.009264999999999999
89115A2A9=,8,2022,0.0074
89115A2A9=,9,2022,0.0075
89115A2A9=,10,2022,0.00857
89115A2A9=,11,2022,0.00991
89115A2A9=,12,2022,0.00699
89115A2A9=,1,2023,0.00715
89115A2A9=,2,2023,0.00656
89115A2A9=,3,2023,0.005690000000000001
89115A2A9=,4,2023,0.01055
89115A2A9=,5,2023,0.00972
89115A2A9=,6,2023,0.008545
89115A2A9=,7,2023,0.005115
89115A2C5=,6,2022,0.01141
89115A2C5=,7,2022,0.01392
89115A2C5=,8,2022,0.01061
89115A2C5=,9,2022,0.01043
89115A2C5=,10,2022,0.01267
89115A2C5=,11,2022,0.01383
89115A2C5=,12,2022,0.01076
89115A2C5=,1,2023,0.00895
89115A2C5=,2,2023,0.00839
89115A2C5=,3,2023,0.00876
89115A2C5=,4,2023,0.01205
89115A2C5=,5,2023,0.01211
89115A2C5=,6,2023,0.01238
89115A2C5=,7,2023,0.01002
89115A2E1=,6,2022,0.01451
89115A2E1=,7,2022,0.01528
89115A2E1=,8,2022,0.01495
89115A2E1=,9,2022,0.015609999999999999
89115A2E1=,10,2022,0.01746
89115A2E1=,11,2022,0.017365
89115A2E1=,12,2022,0.01318
89115A2E1=,1,2023,0.012
89115A2E1=,2,2023,0.01193
89115A2E1=,3,2023,0.01325
89115A2E1=,4,2023,0.01371
89115A2E1=,5,2023,0.01531
89115A2E1=,6,2023,0.01579
89115A2E1=,7,2023,0.013219999999999999
89115A2H4=,9,2022,0.01231
89115A2H4=,10,2022,0.01419
89115A2H4=,11,2022,0.01395
89115A2H4=,12,2022,0.0116
89115A2H4=,1,2023,0.0092
89115A2H4=,2,2023,0.00967
89115A2H4=,3,2023,0.009389999999999999
89115A2H4=,4,2023,0.01366
89115A2H4=,5,2023,0.0128
89115A2H4=,6,2023,0.013055
89115A2H4=,7,2023,0.01025
89115A2J0=,9,2022,0.0069
89115A2J0=,10,2022,0.00928
89115A2J0=,11,2022,0.009485
89115A2J0=,12,2022,0.0060999999999999995
89115A2J0=,1,2023,0.0042699999999999995
89115A2J0=,2,2023,0.00405
89115A2J0=,3,2023,0.004784999999999999
89115A2J0=,4,2023,0.007005000000000001
89115A2J0=,5,2023,0.007235
89115A2J0=,6,2023,0.0055049999999999995
89115A2J0=,7,2023,0.005594999999999999
89115A2K7=,1,2023,0.01042
89115A2K7=,2,2023,0.0074800000000000005
89115A2K7=,3,2023,0.00703
89115A2K7=,4,2023,0.00998
89115A2K7=,5,2023,0.00996
89115A2K7=,6,2023,0.00945
89115A2K7=,7,2023,0.00677
89115A2M3=,1,2023,0.011955
89115A2M3=,2,2023,0.01103
89115A2M3=,3,2023,0.01036
89115A2M3=,4,2023,0.01217
89115A2M3=,5,2023,0.01269
89115A2M3=,6,2023,0.01313
89115A2M3=,7,2023,0.010964999999999999
89115A2S0=,7,2023,0.00984
89115A2U5=,7,2023,0.01278
89788MAA0=,6,2020,0.00642
89788MAA0=,7,2020,0.00622
89788MAA0=,8,2020,0.00515
89788MAA0=,9,2020,0.00469
89788MAA0=,10,2020,0.0052499999999999995
89788MAA0=,11,2020,0.004005
89788MAA0=,12,2020,0.0034400000000000003
89788MAA0=,1,2021,0.00387
89788MAA0=,2,2021,0.0033499999999999997
89788MAA0=,3,2021,0.00432
89788MAA0=,4,2021,0.00499
89788MAA0=,5,2021,0.003165
89788MAA0=,6,2021,0.00324
89788MAA0=,7,2021,0.002425
89788MAA0=,8,2021,0.00277
89788MAA0=,9,2021,0.0026899999999999997
89788MAA0=,10,2021,0.00304
89788MAA0=,11,2021,0.002945
89788MAA0=,12,2021,0.00419
89788MAA0=,1,2022,0.00304
89788MAA0=,2,2022,0.00487
89788MAA0=,3,2022,0.00581
89788MAA0=,4,2022,0.0057
89788MAA0=,5,2022,0.00751
89788MAA0=,6,2022,0.00676
89788MAA0=,7,2022,0.009295000000000001
89788MAA0=,8,2022,0.007615
89788MAA0=,9,2022,0.0075049999999999995
89788MAA0=,10,2022,0.00865
89788MAA0=,11,2022,0.01023
89788MAA0=,12,2022,0.00892
89788MAA0=,1,2023,0.00349
89788MAA0=,2,2023,0.005350000000000001
89788MAA0=,3,2023,0.00472
89788MAA0=,4,2023,0.021394999999999997
89788MAA0=,5,2023,0.013655
89788MAA0=,6,2023,0.01601
89788MAA0=,7,2023,0.01333
89788MAB8=,6,2020,0.01138
89788MAB8=,7,2020,0.01022
89788MAB8=,8,2020,0.007719999999999999
89788MAB8=,9,2020,0.008490000000000001
89788MAB8=,10,2020,0.00915
89788MAB8=,11,2020,0.00763
89788MAB8=,12,2020,0.00637
89788MAB8=,1,2021,0.0061600000000000005
89788MAB8=,2,2021,0.00641
89788MAB8=,3,2021,0.00534
89788MAB8=,4,2021,0.00654
89788MAB8=,5,2021,0.00614
89788MAB8=,6,2021,0.00614
89788MAB8=,7,2021,0.00573
89788MAB8=,8,2021,0.0052899999999999996
89788MAB8=,9,2021,0.00545
89788MAB8=,10,2021,0.00466
89788MAB8=,11,2021,0.00533
89788MAB8=,12,2021,0.0066300000000000005
89788MAB8=,1,2022,0.00686
89788MAB8=,2,2022,0.007209999999999999
89788MAB8=,3,2022,0.009665
89788MAB8=,4,2022,0.00974
89788MAB8=,5,2022,0.01078
89788MAB8=,6,2022,0.01212
89788MAB8=,7,2022,0.01504
89788MAB8=,8,2022,0.014110000000000001
89788MAB8=,9,2022,0.015
89788MAB8=,10,2022,0.01398
89788MAB8=,11,2022,0.01587
89788MAB8=,12,2022,0.01209
89788MAB8=,1,2023,0.011349999999999999
89788MAB8=,2,2023,0.00999
89788MAB8=,3,2023,0.01138
89788MAB8=,4,2023,0.01804
89788MAB8=,5,2023,0.01754
89788MAB8=,6,2023,0.016255
89788MAB8=,7,2023,0.01644
89788MAC6=,8,2020,0.00671
89788MAC6=,9,2020,0.00655
89788MAC6=,10,2020,0.00728
89788MAC6=,11,2020,0.00733
89788MAC6=,12,2020,0.0061600000000000005
89788MAC6=,1,2021,0.004
89788MAC6=,2,2021,0.00402
89788MAC6=,3,2021,0.0028799999999999997
89788MAC6=,4,2021,0.00486
89788MAC6=,5,2021,0.0048850000000000005
89788MAC6=,6,2021,0.00477
89788MAC6=,7,2021,0.004569999999999999
89788MAC6=,8,2021,0.00398
89788MAC6=,9,2021,0.004205
89788MAC6=,10,2021,0.00364
89788MAC6=,11,2021,0.00411
89788MAC6=,12,2021,0.00607
89788MAC6=,1,2022,0.0049499999999999995
89788MAC6=,2,2022,0.00536
89788MAC6=,3,2022,0.00702
89788MAC6=,4,2022,0.007955
89788MAC6=,5,2022,0.009049999999999999
89788MAC6=,6,2022,0.00887
89788MAC6=,7,2022,0.011810000000000001
89788MAC6=,8,2022,0.01092
89788MAC6=,9,2022,0.00971
89788MAC6=,10,2022,0.01405
89788MAC6=,11,2022,0.014450000000000001
89788MAC6=,12,2022,0.01021
89788MAC6=,1,2023,0.0086
89788MAC6=,2,2023,0.0072499999999999995
89788MAC6=,3,2023,0.00578
89788MAC6=,4,2023,0.01347
89788MAC6=,5,2023,0.013819999999999999
89788MAC6=,6,2023,0.013565
89788MAC6=,7,2023,0.01221
90014TAC5=,9,2017,0.030109999999999998
90014TAC5=,10,2017,0.029795
90014TAC5=,11,2017,0.03308
90014TAC5=,12,2017,0.03538
90014TAC5=,1,2018,0.03256
90014TAC5=,2,2018,0.027389999999999998
90014TAC5=,3,2018,0.028535
90014TAC5=,4,2018,0.031595
90014TAC5=,5,2018,0.033975000000000005
90014TAC5=,6,2018,0.05438
90014TAC5=,7,2018,0.048595
90014TAC5=,8,2018,0.053575
90014TAC5=,9,2018,0.090835
90014TAC5=,10,2018,0.057085
90014TAC5=,11,2018,0.05931
90014TAC5=,12,2018,0.059405
90014TAC5=,1,2019,0.05491
90014TAC5=,2,2019,0.04872
90014TAC5=,3,2019,0.043484999999999996
90014TAC5=,4,2019,0.063725
90014TAC5=,5,2019,0.06109
90014TAC5=,6,2019,0.07322999999999999
90014TAC5=,7,2019,0.057225
90014TAC5=,8,2019,0.05532
90014TAC5=,9,2019,0.061555
90014TAC5=,10,2019,0.051785
90014TAC5=,11,2019,0.04889
90014TAC5=,12,2019,0.042975
90014TAC5=,1,2020,0.040505
90014TAC5=,2,2020,0.03141
90014TAC5=,3,2020,0.05424
90014TAC5=,4,2020,0.08796
90014TAC5=,5,2020,0.06824
90014TAC5=,6,2020,0.06324
90014TAC5=,7,2020,0.064085
90014TAC5=,8,2020,0.07314
90014TAC5=,9,2020,0.07258
90014TAC5=,10,2020,0.073095
90014TAC5=,11,2020,0.07394
90014TAC5=,12,2020,0.05464
90014TAC5=,1,2021,0.04999
90014TAC5=,2,2021,0.04543
90014TAC5=,3,2021,0.04067
90014TAC5=,4,2021,0.058975
90014TAC5=,5,2021,0.04713
90014TAC5=,6,2021,0.04053
90014TAC5=,7,2021,0.036825
90014TAC5=,8,2021,0.036324999999999996
90014TAC5=,9,2021,0.0325
90014TAC5=,10,2021,0.039694999999999994
90014TAC5=,11,2021,0.03992
90014TAC5=,12,2021,0.05173
90014TAC5=,1,2022,0.06523
90014TAC5=,2,2022,0.04798
90014TAC5=,3,2022,0.050745
90014TAC5=,4,2022,0.046630000000000005
90014TAC5=,5,2022,0.040985
90014TAC5=,6,2022,0.05437
90014TAC5=,7,2022,0.06276999999999999
90014TAC5=,8,2022,0.06626499999999999
90014TAC5=,9,2022,0.04009
90014TAC5=,10,2022,0.035745
90014TAC5=,11,2022,0.024685
90014TAC5=,12,2022,0.01974
90014TAC5=,1,2023,0.01913
90014TAC5=,2,2023,0.02195
90014TAC5=,3,2023,0.021925
90014TAC5=,4,2023,0.024385
90014TAC5=,5,2023,0.02515
90014TAC5=,6,2023,0.060395
90014TAC5=,7,2023,0.0223
90014TAG6=,2,2021,0.049365000000000006
90014TAG6=,3,2021,0.046634999999999996
90014TAG6=,4,2021,0.061365
90014TAG6=,5,2021,0.053445
90014TAG6=,6,2021,0.051165
90014TAG6=,7,2021,0.048530000000000004
90014TAG6=,8,2021,0.049495
90014TAG6=,9,2021,0.046564999999999995
90014TAG6=,10,2021,0.054580000000000004
90014TAG6=,11,2021,0.0515
90014TAG6=,12,2021,0.061399999999999996
90014TAG6=,1,2022,0.0673
90014TAG6=,2,2022,0.05618
90014TAG6=,3,2022,0.05764
90014TAG6=,4,2022,0.04924
90014TAG6=,5,2022,0.049909999999999996
90014TAG6=,6,2022,0.06828999999999999
90014TAG6=,7,2022,0.07604
90014TAG6=,8,2022,0.086355
90014TAG6=,9,2022,0.070545
90014TAG6=,10,2022,0.07072500000000001
90014TAG6=,11,2022,0.062115
90014TAG6=,12,2022,0.04847
90014TAG6=,1,2023,0.04617
90014TAG6=,2,2023,0.054044999999999996
90014TAG6=,3,2023,0.052305000000000004
90014TAG6=,4,2023,0.05136
90014TAG6=,5,2023,0.05464
90014TAG6=,6,2023,0.065495
90014TAG6=,7,2023,0.048545000000000005
90014TAH4=,1,2023,0.05838
90014TAH4=,2,2023,0.058410000000000004
90014TAH4=,3,2023,0.05488
90014TAH4=,4,2023,0.05424
90014TAH4=,5,2023,0.05436
90014TAH4=,6,2023,0.054285
90014TAH4=,7,2023,0.054035
90015LAB3=,10,2016,0.03818
90015LAB3=,11,2016,0.037970000000000004
90015LAB3=,12,2016,0.0434
90015LAB3=,1,2017,0.04435
90015LAB3=,2,2017,0.041795
90015LAB3=,3,2017,0.03533
90015LAB3=,4,2017,0.03452
90015LAB3=,5,2017,0.032625
90015LAB3=,6,2017,0.032765
90015LAB3=,7,2017,0.030690000000000002
90015LAB3=,8,2017,0.02817
90015LAB3=,9,2017,0.02858
90015LAB3=,10,2017,0.02709
90015LAB3=,11,2017,0.030645
90015LAB3=,12,2017,0.03193
90015LAB3=,1,2018,0.02808
90015LAB3=,2,2018,0.02441
90015LAB3=,3,2018,0.02567
90015LAB3=,4,2018,0.029615000000000002
90015LAB3=,5,2018,0.03016
90015LAB3=,6,2018,0.0424
90015LAB3=,7,2018,0.04754
90015LAB3=,8,2018,0.05194
90015LAB3=,9,2018,0.090645
90015LAB3=,10,2018,0.05036
90015LAB3=,11,2018,0.052364999999999995
90015LAB3=,12,2018,0.054085
90015LAB3=,1,2019,0.04914
90015LAB3=,2,2019,0.04344
90015LAB3=,3,2019,0.041550000000000004
90015LAB3=,4,2019,0.060135
90015LAB3=,5,2019,0.05643
90015LAB3=,6,2019,0.06664500000000001
90015LAB3=,7,2019,0.046395
90015LAB3=,8,2019,0.04901
